name,salary_from,salary_to,salary_currency,area_name,published_at
Автор-редактор телеграм канала о турбизнесе,40000.0,,RUR,Москва,2022-11-21T09:27:31+0300
Специалист технической поддержки (java junior),31360.0,44000.0,RUR,Иркутск,2022-11-21T08:25:52+0300
Стажер Ruby,,,,Москва,2022-11-21T11:00:50+0300
Графический дизайнер,,,,Брянск,2022-11-21T10:09:45+0300
Копирайтер (удаленно),20000.0,25000.0,RUR,Новосибирск,2022-11-21T10:31:00+0300
Графический дизайнер,,,,Омск,2022-11-21T11:43:30+0300
Руководитель проекта ДЕВЕЛОПМЕНТ,,,,Москва,2022-11-21T10:08:12+0300
Project Manager,600000.0,,KZT,Алматы,2022-11-21T11:14:50+0300
Head of QA - Руководитель отдела тестирования,,,,Москва,2022-11-21T09:12:09+0300
Техник,30000.0,31000.0,RUR,Тюмень,2022-11-21T11:22:13+0300
Ученик оператора станков с ЧПУ,35000.0,,RUR,Тула,2022-11-21T10:10:26+0300
Дежурный инженер технической поддержки ЦОД,,,,Москва,2022-11-21T09:44:39+0300
Antifraud Analyst,,,,Москва,2022-11-21T11:54:39+0300
Тестировщик / настройка ПО,40000.0,,RUR,Чебоксары,2022-11-21T09:04:31+0300
Frontend Senior Developer,,,,Москва,2022-11-21T11:18:12+0300
Механик-наладчик,55000.0,,RUR,Пушкино (Московская область),2022-11-21T09:31:46+0300
Junior-разработчик на PHP,25000.0,70000.0,RUR,Екатеринбург,2022-11-21T09:46:52+0300
Дизайнер презентаций (id:17100),,,,Санкт-Петербург,2022-11-21T11:42:35+0300
Инженер-программист,45000.0,55000.0,RUR,Краснодар,2022-11-21T08:14:55+0300
"Дизайнер-консультант (ул. Пушкина, 45)",25000.0,,RUR,Пенза,2022-11-21T10:10:44+0300
Начальник гаража,,,,Ташкент,2022-11-21T10:55:20+0300
Оператор-наладчик станка с ЧПУ (токарная группа),,150000.0,RUR,Москва,2022-11-21T11:36:47+0300
Администратор проектов (в IT),80000.0,,RUR,Москва,2022-11-21T10:05:41+0300
Junior DevOps инженер,,,,Алматы,2022-11-21T09:09:37+0300
Брошюровщик / постпечатник / работник в цифровую типографию,50000.0,60000.0,RUR,Москва,2022-11-21T10:58:59+0300
Дизайнер авторской полиграфии и сувенирной продукции/шеф-дизайнер,45000.0,,RUR,Барнаул,2022-11-21T10:19:12+0300
Старший системный администратор (L3),70000.0,,RUR,Москва,2022-11-21T10:16:05+0300
"Специалист поддержки чата пользователей (удалённо, подработка, без звонков)",,55000.0,RUR,Москва,2022-11-21T09:20:31+0300
Стажер - системный аналитик,,,,Ростов-на-Дону,2022-11-21T10:40:52+0300
Системный администратор,35000.0,40000.0,RUR,Курганинск,2022-11-21T11:55:45+0300
Верстальщик/Frontend-разработчик,,,,Брянск,2022-11-21T10:10:39+0300
Специалист по ИТ и ИБ,55000.0,60000.0,RUR,Краснодар,2022-11-21T11:07:45+0300
Project manager (Gamedev),,,,Санкт-Петербург,2022-11-21T08:20:42+0300
Механик,120000.0,120000.0,RUR,Уфа,2022-11-21T09:06:02+0300
Системный администратор,,55000.0,RUR,Казань,2022-11-21T11:12:40+0300
Бизнес-аналитик,,,,Екатеринбург,2022-11-21T09:48:03+0300
Java-разработчик в Корпоративный Блок,,,,Алматы,2022-11-21T11:58:28+0300
Group Brand Manager (Бренд-менеджер по группе собственных торговых марок),,,,Москва,2022-11-21T11:36:22+0300
Дизайнер обложек для YouTube,40000.0,75000.0,RUR,Санкт-Петербург,2022-11-21T10:47:54+0300
Junior C# Разработчик,,,,Москва,2022-11-21T09:36:46+0300
"Специалист отдела технической поддержки пользователей (Губкина,1)",,,,Омск,2022-11-21T09:08:08+0300
Аналитик,,,,Нижний Новгород,2022-11-21T09:16:24+0300
Разработчик в команду робототехники Маркета,,,,Москва,2022-11-21T10:34:43+0300
Бизнес-аналитик,150000.0,,RUR,Казань,2022-11-21T09:26:57+0300
Графический дизайнер,50000.0,,RUR,Санкт-Петербург,2022-11-21T09:30:51+0300
BI Аналитик данных,64800.0,78500.0,RUR,Новосибирск,2022-11-21T10:28:21+0300
Специалист IT отдела,35000.0,,RUR,Оренбург,2022-11-21T09:27:27+0300
Директор IT проектов,,,,Москва,2022-11-21T09:33:43+0300
GameDev Project Manager,,,,Москва,2022-11-21T10:50:39+0300
Менеджер по технической поддержке,,300000.0,KZT,Алматы,2022-11-21T09:28:40+0300
Инженер технической поддержки,75000.0,75000.0,RUR,Химки,2022-11-21T08:44:56+0300
Программист 1С,72000.0,86400.0,RUR,Волгоград,2022-11-21T09:49:57+0300
Руководитель девелоперского направления,,,,Москва,2022-11-21T10:36:25+0300
Помощник машиниста экструдера,55000.0,,RUR,Екатеринбург,2022-11-21T09:55:19+0300
Оператор плазменной резки ЧПУ,,,,Челябинск,2022-11-21T11:22:42+0300
Графический Дизайнер,500.0,,USD,Ташкент,2022-11-21T09:38:06+0300
Инженер технической поддержки,50000.0,80000.0,RUR,Москва,2022-11-21T09:42:14+0300
Бизнес-ассистент,50000.0,,RUR,Нижний Новгород,2022-11-21T11:39:02+0300
Middle QA Engineer,,,,Москва,2022-11-21T11:56:27+0300
Junior+\Pre-middle Frontend Developer (Angular),,80000.0,RUR,Севастополь,2022-11-21T09:15:21+0300
Руководитель ИТ-проектов (Единая интеграционная платформа),,,,Москва,2022-11-21T10:08:43+0300
Оператор станков с ЧПУ (лазерная резка),70000.0,80000.0,RUR,Санкт-Петербург,2022-11-21T08:31:58+0300
Data engineer в СберМаркет,,,,Москва,2022-11-21T11:54:45+0300
Руководитель проекта,,,,Казань,2022-11-21T09:28:20+0300
Менеджер по бизнес-процессам и проектам,,,,Москва,2022-11-21T08:00:14+0300
Регулировщик РЭА и приборов,40000.0,,RUR,Чебоксары,2022-11-21T11:04:12+0300
Projeсt manager,,,,Краснодар,2022-11-21T11:14:17+0300
Наладчик термопластавтоматов,45000.0,,RUR,Дзержинск (Нижегородская область),2022-11-21T09:11:00+0300
Программист С++/С#,,,,Новокузнецк,2022-11-21T08:33:25+0300
Редактор SMM,,40000.0,RUR,Воронеж,2022-11-21T10:21:51+0300
ИТ-лидер,,,,Москва,2022-11-21T09:45:44+0300
Наладчик,55000.0,,RUR,Санкт-Петербург,2022-11-21T09:42:57+0300
Программист 1C,,,,Нижний Новгород,2022-11-21T11:06:43+0300
Middle Java разработчик,,,,Москва,2022-11-21T11:10:45+0300
Техник по обслуживанию оборудования ЦОД,50000.0,,RUR,Красноярск,2022-11-21T10:45:27+0300
Сервисный инженер по обслуживанию банкоматов / АТМ,,65000.0,RUR,Москва,2022-11-21T09:26:56+0300
Аналитик антифрод-мониторинга,,,,Москва,2022-11-21T10:32:42+0300
Стажёр (информационная безопасность),,,,Санкт-Петербург,2022-11-21T11:28:41+0300
Аналитик,,,,Ярославль,2022-11-21T10:07:53+0300
Скрам-мастер / SCRUM Master / Проектный менеджер,,,,Екатеринбург,2022-11-21T08:20:42+0300
Младший инженер по тестированию ПО,,70000.0,RUR,Обнинск,2022-11-21T09:53:40+0300
Графический дизайнер,25000.0,,RUR,Дзержинск (Нижегородская область),2022-11-21T11:22:42+0300
Data Analyst,,,,Москва,2022-11-21T09:41:29+0300
Главный механик,,230000.0,RUR,Балашиха,2022-11-21T08:45:33+0300
Региональный директор,,,,Москва,2022-11-21T09:05:16+0300
Middle/Senior QA Engineer,,,,Санкт-Петербург,2022-11-21T10:05:35+0300
"Руководитель группы разработки, Логистика, Маршрутные карты",,,,Москва,2022-11-21T10:18:25+0300
Разработчик PL/SQL (Oracle),,,,Москва,2022-11-21T08:35:44+0300
Системный администратор,60000.0,70000.0,RUR,Санкт-Петербург,2022-11-21T11:34:11+0300
Механик по ремонту автомобилей,,,,Пенза,2022-11-21T08:27:39+0300
Аналитик,50000.0,130000.0,RUR,Екатеринбург,2022-11-21T09:45:29+0300
Оператор станков с ПУ,38000.0,60000.0,RUR,Чебоксары,2022-11-21T11:46:26+0300
Системный администратор (Специалист IТ),60000.0,60000.0,RUR,Ярославль,2022-11-21T11:22:58+0300
Графический дизайнер,36700.0,36700.0,RUR,Уфа,2022-11-21T08:25:52+0300
Монтажник сетей связи,40000.0,50000.0,RUR,Саратов,2022-11-21T09:31:03+0300
Аналитик SQL (клиентские данные),,,,Москва,2022-11-21T10:28:42+0300
Менеджер разработки в Контур,,,,Екатеринбург,2022-11-21T08:11:55+0300
Разработчик Java/Kotlin,,,,Москва,2022-11-21T09:37:01+0300
Журналист,,,,Архангельск,2022-11-21T09:33:29+0300
Инженер-тестировщик,,,,Челябинск,2022-11-21T08:51:13+0300
Аналитик,,,,Москва,2022-11-21T10:53:17+0300
Монтажник ВОЛС,45000.0,80000.0,RUR,Иркутск,2022-11-21T09:28:38+0300
Финансовый аналитик,100000.0,,RUR,Москва,2022-11-21T09:37:57+0300
IT-инженер,71700.0,,RUR,Москва,2022-11-21T11:06:28+0300
Middle Python Developer,90000.0,,RUR,Ростов-на-Дону,2022-11-21T10:34:03+0300
Java (Hybris) developer,,,,Москва,2022-11-21T10:59:26+0300
Инженер-программист,30000.0,90000.0,RUR,Уфа,2022-11-21T10:02:51+0300
Аналитик / Data scientist,,,,Москва,2022-11-21T10:49:49+0300
Бизнес-аналитик,,,,Йошкар-Ола,2022-11-21T11:32:35+0300
Junior Node.js Developer,34500.0,,RUR,Новороссийск,2022-11-21T10:46:44+0300
Токарь,70000.0,,RUR,Тула,2022-11-21T10:50:46+0300
Ведущий системный администратор,150000.0,,RUR,Санкт-Петербург,2022-11-21T11:42:00+0300
Технический директор,,,,Саранск,2022-11-21T08:46:58+0300
Ведущий аналитик в отдел закупок,,,,Москва,2022-11-21T10:11:16+0300
